plural,male,female,title,male_eng,female_eng,male_cnt,female_cnt
Хандриковы,Хандриков,Хандрикова,3,handrikov,handrikova,-,-
Ханыковы,Ханыков,Ханыкова,4,hanykov,hanykova,1,0
Харитоненко,Харитоненко,Харитоненко,1,haritonenko,haritonenko,5,5
Харламовы,Харламов,Харламова,6,harlamov,harlamova,181,154
Хатинов,Хатинов,Хатинова,1,hatinov,hatinova,0,0
Хвостиков,Хвостиков,Хвостикова,2,hvostikov,hvostikova,5,0
Хвостов,Хвостов,Хвостова,6,hvostov,hvostova,32,20
Хвощинские,Хвощинский,Хвощинская,6,hvoschinsky,hvoschinskaya,0,-
Херасковы,Херасков,Хераскова,1,heraskov,heraskova,0,0
Херодиновы,Херодинов,Херодинова,4,herodinov,herodinova,-,-
Херодыновы,Херодынов,Херодынова,4,herodynov,herodynova,-,-
Херсонские,Херсонский,Херсонская,3,hersonsky,hersonskaya,1,1
Херхеулидзев,Херхеулидзев,Херхеулидзева,4,herkheulidzev,herkheulidzeva,-,-
Хилковы,Хилков,Хилкова,5,hilkov,hilkova,0,0
Хитрово,Хитрово,Хитрово,2,hitrovo,hitrovo,0,0
Хитровы,Хитров,Хитрова,2,hitrov,hitrova,43,21
Хлебниковы,Хлебников,Хлебникова,1,hlebnikov,hlebnikova,67,47
Хлопонин,Хлопонин,Хлопонина,2,hloponin,hloponina,0,0
Хлапонин,Хлапонин,Хлапонина,2,hlaponin,hlaponina,-,-
Хлуденев,Хлуденев,Хлуденева,6,hludenev,hludeneva,-,-
Хлюстины,Хлюстин,Хлюстина,2,hljustin,hljustina,-,-
Хмелевы,Хмелев,Хмелева,3,hmelev,hmeleva,34,32
Хмелевские,Хмелевский,Хмелевская,2,hmelevsky,hmelevskaya,0,12
Хмелиовский,Хмелиовский,Хмелиовская,6,hmeliovsky,hmeliovskaya,-,-
Хмыловы,Хмылов,Хмылова,2,hmylov,hmylova,-,-
Хмыров,Хмыров,Хмырова,6,hmyrov,hmyrova,0,0
Хованские,Хованский,Хованская,5,hovansky,hovanskaya,3,7
Ходневы,Ходнев,Ходнева,2,hodnev,hodneva,0,0
Ходоровский,Ходоровский,Ходоровская,2,hodorovsky,hodorovskaya,0,0
Хозиковы,Хозиков,Хозикова,3,hozikov,hozikova,-,-
Холмогоровы,Холмогоров,Холмогорова,3,holmogorov,holmogorova,10,4
Хомицкий,Хомицкий,Хомицкая,3,homitsky,homitskaya,0,-
Хомутовы,Хомутов,Хомутова,6,homutov,homutova,45,34
Хомяковы,Хомяков,Хомякова,2,homyakov,homyakova,36,26
Хондаковы,Хондаков,Хондакова,2,hondakov,hondakova,0,0
Хондзынские,Хондзынский,Хондзынская,1,hondzynsky,hondzynskaya,-,-
Хорошкевич,Хорошкевич,Хорошкевич,3,horoshkevich,horoshkevich,0,0
Хотенов,Хотенов,Хотенова,1,hotenov,hotenova,0,0
Хотинские,Хотинский,Хотинская,3,hotinsky,hotinskaya,0,0
Хоткевичи,Хоткевич,Хоткевич,3,hotkevich,hotkevich,1,1
Хотковские,Хотковский,Хотковская,3,hotkovsky,hotkovskaya,0,-
Хотяинцевы,Хотяинцев,Хотяинцева,2,hotyaintsev,hotyaintseva,-,-
Хотяинцов,Хотяинцов,Хотяинцова,2,hotyaintsov,hotyaintsova,-,-
Хохловы,Хохлов,Хохлова,2,hokhlov,hokhlova,0,-
Хребтовы,Хребтов,Хребтова,1,hrebtov,hrebtova,18,0
Хрептович-Бутенев,Хрептович-Бутенев,Хрептович-Бутенева,6,hreptovich-butenev,hreptovich-buteneva,-,-
Хрипеков,Хрипеков,Хрипекова,6,hripekov,hripekova,-,-
Хрипков,Хрипков,Хрипкова,6,hripkov,hripkova,-,0
Хрипунов,Хрипунов,Хрипунова,6,hripunov,hripunova,22,19
Христиани,Христиани,Христиани,3,hristiani,hristiani,-,-
Христофоровы,Христофоров,Христофорова,1,hristoforov,hristoforova,31,17
Хрулев,Хрулев,Хрулева,6,hrulev,hruleva,6,10
Хрунов,Хрунов,Хрунова,3,hrunov,hrunova,2,2
Хрущовы,Хрущов,Хрущова,2,hruschov,hruschova,-,1
Хрущевы,Хрущев,Хрущева,2,hruschev,hruscheva,1,1
Худяковы,Худяков,Худякова,3,hudyakov,hudyakova,81,50
Цабель,Цабель,Цабель,3,tsabel,tsabel,54,54
Цамутали,Цамутали,Цамутали,2,tsamutali,tsamutali,4,4
Цветаевы,Цветаев,Цветаева,3,tsvetaev,tsvetaeva,638,3528
Цветихин,Цветихин,Цветихина,3,tsvetikhin,tsvetikhina,-,-
Цветковы,Цветков,Цветкова,1,tsvetkov,tsvetkova,32812,51469
Цветухин,Цветухин,Цветухина,3,tsvetukhin,tsvetukhina,39,41
Цвиленев,Цвиленев,Цвиленева,3,tsvilenev,tsvileneva,17,8
