,plural,male,female,title,male_eng,female_eng
430,Банины,Банин,Банина,2,banin,banina
431,Бантыш-Каменские,Бантыш-Каменский,Бантыш-Каменская,4,bantysh-kamensky,bantysh-kamenskaya
432,Барабановы,Барабанов,Барабанова,2,barabanov,barabanova
433,Баранов,Баранов,Баранова,5,baranov,baranova
434,Барановы,Баранов,Баранова,3,baranov,baranova
435,Барановы,Баранов,Баранова,3,baranov,baranova
436,Барановы,Баранов,Баранова,3,baranov,baranova
437,Барановы,Баранов,Баранова,6,baranov,baranova
438,Барановы,Баранов,Баранова,6,baranov,baranova
439,Барановские,Барановский,Барановская,2,baranovsky,baranovskaya
440,Баранцевич,Баранцевич,Баранцевич,6,barantsevich,barantsevich
441,Баранчеевы,Баранчеев,Баранчеева,2,barancheev,barancheeva
442,Баратынский,Баратынский,Баратынская,6,baratynsky,baratynskaya
443,Боратынский,Боратынский,Боратынская,6,boratynsky,boratynskaya
444,Барбер,Барбер,Барбер,2,barber,barber
445,Бардовские,Бардовский,Бардовская,3,bardovsky,bardovskaya
446,Бароовские,Бароовский,Бароовская,3,baroovsky,baroovskaya
447,Бардуковы,Бардуков,Бардукова,2,bardukov,bardukova
448,Барбуковы,Барбуков,Барбукова,2,barbukov,barbukova
449,Барков,Барков,Баркова,6,barkov,barkova
450,Бармины,Бармин,Бармина,3,barmin,barmina
451,Барсовы,Барсов,Барсова,3,barsov,barsova
452,Барсуковы,Барсуков,Барсукова,2,barsukov,barsukova
453,Барсуковы,Барсуков,Барсукова,6,barsukov,barsukova
454,Барсуковы,Барсуков,Барсукова,6,barsukov,barsukova
455,Бартеневы,Бартенев,Бартенева,6,bartenev,barteneva
456,Бартуков,Бартуков,Бартукова,2,bartukov,bartukova
457,Баршевы,Баршев,Баршева,3,barshev,barsheva
458,Баршевы,Баршев,Баршева,3,barshev,barsheva
459,Барыковы,Барыков,Барыкова,2,barykov,barykova
460,Барыковы,Барыков,Барыкова,6,barykov,barykova
461,Барышниковы,Барышников,Барышникова,3,baryshnikov,baryshnikova
462,Барышниковы,Барышников,Барышникова,3,baryshnikov,baryshnikova
463,Барышниковы,Барышников,Барышникова,3,baryshnikov,baryshnikova
464,Басалаевы,Басалаев,Басалаева,1,basalaev,basalaeva
465,Басалаевы,Басалаев,Басалаева,3,basalaev,basalaeva
466,Басанаевы,Басанаев,Басанаева,1,basanaev,basanaeva
467,Басанаевы,Басанаев,Басанаева,3,basanaev,basanaeva
468,Баскаковы,Баскаков,Баскакова,2,baskakov,baskakova
469,Баскаковы,Баскаков,Баскакова,3,baskakov,baskakova
470,Баскаковы,Баскаков,Баскакова,3,baskakov,baskakova
471,Баскаковы,Баскаков,Баскакова,6,baskakov,baskakova
472,Басковы,Басков,Баскова,2,baskov,baskova
473,Басковы,Басков,Баскова,3,baskov,baskova
474,Басманов,Басманов,Басманова,3,basmanov,basmanova
475,Басовы,Басов,Басова,3,basov,basova
476,Басовы,Басов,Басова,3,basov,basova
477,Басовы,Басов,Басова,6,basov,basova
478,Баталин,Баталин,Баталина,3,batalin,batalina
479,Баталов,Баталов,Баталова,2,batalov,batalova
480,Батасовы,Батасов,Батасова,2,batasov,batasova
481,Баташевы,Баташев,Баташева,2,batashev,batasheva
482,Баташевы,Баташев,Баташева,6,batashev,batasheva
483,Баташовы,Баташов,Баташова,2,batashov,batashova
484,Баташовы,Баташов,Баташова,6,batashov,batashova
485,Батуевы,Батуев,Батуева,2,batuev,batueva
486,Батурины,Батурин,Батурина,3,baturin,baturina
487,Батурины,Батурин,Батурина,3,baturin,baturina
488,Батурины,Батурин,Батурина,6,baturin,baturina
489,Баумгарт,Баумгарт,Баумгарт,3,baumgart,baumgart
490,Баумгартен,Баумгартен,Баумгартен,2,baumgarten,baumgarten
491,Бауэр,Бауэр,Бауэр,3,bauer,bauer
492,Бауер,Бауер,Бауер,3,bauer,bauer
493,Бахметевы,Бахметев,Бахметева,2,bakhmetev,bakhmeteva
494,Бахметевы,Бахметев,Бахметева,4,bakhmetev,bakhmeteva
495,Бахметевы,Бахметев,Бахметева,4,bakhmetev,bakhmeteva
496,Бахметевы,Бахметев,Бахметева,4,bakhmetev,bakhmeteva
497,Бахметевы,Бахметев,Бахметева,4,bakhmetev,bakhmeteva
498,Бахметевы,Бахметев,Бахметева,4,bakhmetev,bakhmeteva
499,Бахметевы,Бахметев,Бахметева,4,bakhmetev,bakhmeteva
500,Бахметевы,Бахметев,Бахметева,6,bakhmetev,bakhmeteva
501,Бахтеревы,Бахтерев,Бахтерева,2,bakhterev,bakhtereva
502,Бахтеревы,Бахтерев,Бахтерева,3,bakhterev,bakhtereva
503,Бахтеяров,Бахтеяров,Бахтеярова,6,bakhteyarov,bakhteyarova
504,Бахтиаров,Бахтиаров,Бахтиарова,2,bakhtiarov,bakhtiarova
505,Башиловы,Башилов,Башилова,2,bashilov,bashilova
506,Башиловы,Башилов,Башилова,3,bashilov,bashilova
507,Башкировы,Башкиров,Башкирова,3,bashkirov,bashkirova
508,Башкировы,Башкиров,Башкирова,3,bashkirov,bashkirova
509,Башкирцовы,Башкирцов,Башкирцова,2,bashkirtsov,bashkirtsova
510,Бебутов,Бебутов,Бебутова,5,bebutov,bebutova
511,Бегичевы,Бегичев,Бегичева,2,begichev,begicheva
512,Бегичевы,Бегичев,Бегичева,2,begichev,begicheva
513,Бегичевы,Бегичев,Бегичева,6,begichev,begicheva
514,Безбородов,Безбородов,Безбородова,2,bezborodov,bezborodova
515,Безобразовы,Безобразов,Безобразова,2,bezobrazov,bezobrazova
516,Безобразовы,Безобразов,Безобразова,2,bezobrazov,bezobrazova
517,Безобразовы,Безобразов,Безобразова,3,bezobrazov,bezobrazova
518,Безобразовы,Безобразов,Безобразова,6,bezobrazov,bezobrazova
519,Безручко-Высоцкие,Безручко-Высоцкий,Безручко-Высоцкая,2,bezruchko-vysotsky,bezruchko-vysotskaya
520,Безсомыкины,Безсомыкин,Безсомыкина,3,bezsomykin,bezsomykina
521,Безсоновы,Безсонов,Безсонова,2,bezsonov,bezsonova
522,Безсоновы,Безсонов,Безсонова,2,bezsonov,bezsonova
523,Безсоновы,Безсонов,Безсонова,2,bezsonov,bezsonova
524,Безсоновы,Безсонов,Безсонова,3,bezsonov,bezsonova
525,Безсоновы,Безсонов,Безсонова,3,bezsonov,bezsonova
526,Безсоновы,Безсонов,Безсонова,3,bezsonov,bezsonova
527,Безсоновы,Безсонов,Безсонова,3,bezsonov,bezsonova
528,Безсоновы,Безсонов,Безсонова,3,bezsonov,bezsonova
529,Безсоновы,Безсонов,Безсонова,3,bezsonov,bezsonova
530,Бейдеман,Бейдеман,Бейдеман,3,beydeman,beydeman
531,Бекбулатовы,Бекбулатов,Бекбулатова,2,bekbulatov,bekbulatova
532,Бикбулатовы,Бикбулатов,Бикбулатова,2,bikbulatov,bikbulatova
533,Бекед,Бекед,Бекед,3,beked,beked
534,Бекед,Бекед,Бекед,3,beked,beked
535,Бекет,Бекет,Бекет,3,beket,beket
536,Бекет,Бекет,Бекет,3,beket,beket
537,Бекель,Бекель,Бекель,3,bekel,bekel
538,Бекендорфы,Бекендорф,Бекендорф,3,bekendorf,bekendorf
539,Бекер,Бекер,Бекер,3,beker,beker
540,Беккер,Беккер,Беккер,3,bekker,bekker
541,Бекетовы,Бекетов,Бекетова,3,beketov,beketova
542,Бекетовы,Бекетов,Бекетова,6,beketov,beketova
543,Бекетовы,Бекетов,Бекетова,6,beketov,beketova
544,Беклемишевы,Беклемишев,Беклемишева,2,beklemishev,beklemisheva
545,Беклемишевы,Беклемишев,Беклемишева,2,beklemishev,beklemisheva
546,Беклемишевы,Беклемишев,Беклемишева,3,beklemishev,beklemisheva
547,Беклемишевы,Беклемишев,Беклемишева,4,beklemishev,beklemisheva
548,Беклемишевы,Беклемишев,Беклемишева,6,beklemishev,beklemisheva
549,Бекневы,Бекнев,Бекнева,2,beknev,bekneva
550,Бекневы,Бекнев,Бекнева,2,beknev,bekneva
551,Бекорюков,Бекорюков,Бекорюкова,6,bekorjukov,bekorjukova
552,Белавенец,Белавенец,Белавенец,3,belavenets,belavenets
553,Белавины,Белавин,Белавина,1,belavin,belavina
554,Белавины,Белавин,Белавина,2,belavin,belavina
555,Белавинцовы,Белавинцов,Белавинцова,2,belavintsov,belavintsova
556,Белавинцовы,Белавинцов,Белавинцова,3,belavintsov,belavintsova
557,Белановские,Белановский,Белановская,3,belanovsky,belanovskaya
558,Белевич-Станкевич,Белевич-Станкевич,Белевич-Станкевич,6,belevich-stankevich,belevich-stankevich
559,Белевцев,Белевцев,Белевцева,6,belevtsev,belevtseva
560,Белениновы,Беленинов,Беленинова,3,beleninov,beleninova
561,Беликовы,Беликов,Беликова,3,belikov,belikova
562,Беликович,Беликович,Беликович,6,belikovich,belikovich
563,Белиховы,Белихов,Белихова,2,belikhov,belikhova
564,Белкин,Белкин,Белкина,6,belkin,belkina
565,Беловы,Белов,Белова,1,belov,belova
566,Беловы,Белов,Белова,2,belov,belova
567,Беловы,Белов,Белова,3,belov,belova
568,Беловы,Белов,Белова,3,belov,belova
569,Беловы,Белов,Белова,3,belov,belova
570,Белово,Белово,Белово,1,belovo,belovo
571,Белово,Белово,Белово,2,belovo,belovo
572,Белово,Белово,Белово,3,belovo,belovo
573,Белово,Белово,Белово,3,belovo,belovo
574,Белово,Белово,Белово,3,belovo,belovo
575,Белов,Белов,Белова,1,belov,belova
576,Белов,Белов,Белова,2,belov,belova
577,Белов,Белов,Белова,3,belov,belova
578,Белов,Белов,Белова,3,belov,belova
579,Белов,Белов,Белова,3,belov,belova
580,Белоголововы,Белоголовов,Белоголовова,3,belogolovov,belogolovova
581,Белоголововы,Белоголовов,Белоголовова,3,belogolovov,belogolovova
